gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,at,epspx,ni,seq,costat,prch_c
004029,12/31/2011,2011,INDL,C,D,STD,USD,45614.0000,2.4600,1408.0000,11703.0000,A,53.5900
004029,12/31/2012,2012,INDL,C,D,STD,USD,46838.0000,0.5700,302.0000,10825.0000,A,55.6200
004029,12/31/2013,2013,INDL,C,D,STD,USD,50096.0000,3.0900,1697.0000,11899.0000,A,67.9750
004029,12/31/2014,2014,INDL,C,D,STD,USD,54327.0000,2.2500,1310.0000,11555.0000,A,80.8900
004029,12/31/2015,2015,INDL,C,D,STD,USD,58797.0000,3.2100,1899.0000,12664.0000,A,79.8904
004029,12/31/2016,2016,INDL,C,D,STD,USD,71610.0000,3.4400,2123.0000,14605.0000,A,78.9700
004029,12/31/2017,2017,INDL,C,D,STD,USD,76585.0000,4.7200,2999.0000,17142.0000,A,85.3000
004029,12/31/2018,2018,INDL,C,D,STD,USD,77914.0000,3.7400,2447.0000,20107.0000,A,81.6700
004029,12/31/2019,2019,INDL,C,D,STD,USD,103823.0000,1.6600,1358.0000,31994.0000,A,83.9300
004029,12/31/2020,2020,INDL,C,D,STD,USD,95905.0000,1.8300,-401.0000,26117.0000,A,90.8900
004058,12/31/2010,2010,INDL,C,D,STD,USD,8562.8940,3.7900,700.1040,4526.5620,A,59.2000
004058,12/31/2011,2011,INDL,C,D,STD,USD,9501.4500,4.5500,895.2430,4930.5550,A,70.1500
004058,12/31/2012,2012,INDL,C,D,STD,USD,10443.9430,4.5900,811.0700,4919.2300,A,67.2000
004058,12/31/2013,2013,INDL,C,D,STD,USD,10838.1720,5.6400,1003.1290,5377.3960,A,97.0000
004058,12/31/2014,2014,INDL,C,D,STD,USD,9090.3850,4.6700,775.2350,3700.7250,A,96.7400
004058,12/31/2015,2015,INDL,C,D,STD,USD,8619.7630,3.7800,869.8290,3644.5750,A,78.2100
004058,12/31/2016,2016,INDL,C,D,STD,USD,10115.9910,3.2800,508.8920,3799.7460,A,78.2700
004058,12/31/2017,2017,INDL,C,D,STD,USD,10657.6530,5.2100,811.6650,4383.1800,A,102.0600
004058,12/31/2018,2018,INDL,C,D,STD,USD,8365.7710,3.9400,570.2670,2768.6660,A,109.0600
004058,12/31/2019,2019,INDL,C,D,STD,USD,8669.4770,4.6700,677.9180,3032.6600,A,116.1100
004058,12/31/2020,2020,INDL,C,D,STD,USD,9152.0740,4.7400,683.4510,3385.7730,A,127.3900
004060,12/31/2010,2010,INDL,C,D,STD,USD,69588.0000,1.7500,2310.0000,21839.0000,A,34.5000
004060,12/31/2011,2011,INDL,C,D,STD,USD,69224.0000,2.0600,2742.0000,22281.0000,A,42.2300
004060,12/31/2012,2012,INDL,C,D,STD,USD,69605.0000,0.7100,1182.0000,20877.0000,A,36.0800
004060,12/31/2013,2013,INDL,C,D,STD,USD,69501.0000,3.7200,4787.0000,26898.0000,A,44.9900
004060,12/31/2014,2014,INDL,C,D,STD,USD,68796.0000,2.9100,3772.0000,22423.0000,A,54.9650
004060,12/31/2015,2015,INDL,C,D,STD,USD,68026.0000,6.4500,7685.0000,25374.0000,A,57.1000
004060,12/31/2016,2016,INDL,C,D,STD,USD,79511.0000,3.5700,4318.0000,25987.0000,A,59.3300
004060,12/31/2017,2017,INDL,C,D,STD,USD,192164.0000,0.9700,1460.0000,100330.0000,A,73.8500
004060,12/31/2018,2018,INDL,C,D,STD,USD,188030.0000,1.6600,3844.0000,94571.0000,A,77.0800
004060,12/31/2019,2019,INDL,C,D,STD,USD,69396.0000,-0.8600,498.0000,40987.0000,A,180.2100
004060,12/31/2020,2020,INDL,C,D,STD,USD,70904.0000,-3.9500,-2951.0000,38504.0000,A,71.5500
004066,12/31/2010,2010,INDL,C,D,STD,USD,19566.1000,2.7400,827.7000,3580.5000,A,47.8800
004066,12/31/2011,2011,INDL,C,D,STD,USD,20505.4000,3.3800,952.6000,3504.3000,A,51.2540
004066,12/31/2012,2012,INDL,C,D,STD,USD,22151.9000,3.6400,998.3000,3460.8000,A,54.7600
004066,12/31/2013,2013,INDL,C,D,STD,USD,22098.7000,3.7300,991.1000,3582.4000,A,74.5000
004066,12/31/2014,2014,INDL,C,D,STD,USD,21559.7000,4.2700,1104.0000,2850.0000,A,78.4900
004066,12/31/2015,2015,INDL,C,D,STD,USD,22110.7000,4.4300,1093.9000,2452.4000,A,80.9800
004066,12/31/2016,2016,INDL,C,D,STD,USD,23165.4000,4.8000,1148.6000,2162.0000,A,89.6600
004066,12/31/2017,2017,INDL,C,D,STD,USD,24931.2000,4.6800,1088.4000,2615.1000,A,87.4300
004066,12/31/2018,2018,INDL,C,D,STD,USD,24617.0000,5.8500,1326.4000,2547.1000,A,83.3400
004066,12/31/2019,2019,INDL,C,D,STD,USD,26783.4000,6.0900,1339.1000,2853.9000,A,85.0500
004066,12/31/2020,2020,INDL,C,D,STD,USD,27647.2000,4.3800,945.4000,3084.4000,A,81.1650
004093,12/31/2010,2010,INDL,C,D,STD,USD,59090.0000,1.0000,1320.0000,22522.0000,A,18.6000
004093,12/31/2011,2011,INDL,C,D,STD,USD,62526.0000,1.2800,1706.0000,22772.0000,A,22.1200
004093,12/31/2012,2012,INDL,C,D,STD,USD,113856.0000,3.0100,1768.0000,40956.0000,A,71.1371
004093,12/31/2013,2013,INDL,C,D,STD,USD,114779.0000,3.7400,2665.0000,41330.0000,A,75.4650
004093,12/31/2014,2014,INDL,C,D,STD,USD,120709.0000,3.4600,1883.0000,40875.0000,A,87.2900
004093,12/31/2015,2015,INDL,C,D,STD,USD,121156.0000,4.0200,2816.0000,39727.0000,A,89.9700
004093,12/31/2016,2016,INDL,C,D,STD,USD,132761.0000,3.7100,2152.0000,41033.0000,A,87.7500
004093,12/31/2017,2017,INDL,C,D,STD,USD,137914.0000,4.3700,3059.0000,41739.0000,A,91.8000
004093,12/31/2018,2018,INDL,C,D,STD,USD,145392.0000,3.7300,2666.0000,43817.0000,A,91.3500
004093,12/31/2019,2019,INDL,C,D,STD,USD,158838.0000,5.0700,3748.0000,46822.0000,A,97.3700
004093,12/31/2020,2020,INDL,C,D,STD,USD,162388.0000,1.7100,1377.0000,47964.0000,A,103.7900
004145,12/31/2010,2010,INDL,C,D,STD,USD,3209.3730,1.1600,383.9190,1925.8180,A,26.2400
004145,12/31/2011,2011,INDL,C,D,STD,USD,3834.1980,0.0100,7.6550,1842.2160,A,28.7500
004145,12/31/2012,2012,INDL,C,D,STD,USD,3901.7620,0.6000,69.9400,1939.8120,A,32.4100
004145,12/31/2013,2013,INDL,C,D,STD,USD,3946.7120,1.5000,167.2120,1994.4870,A,41.4100
004145,12/31/2014,2014,INDL,C,D,STD,USD,4134.0750,1.4300,157.7780,2042.1020,A,48.2600
004145,12/31/2015,2015,INDL,C,D,STD,USD,4166.2950,1.8900,212.4250,2110.4410,A,54.5200
004145,12/31/2016,2016,INDL,C,D,STD,USD,4276.6830,1.9700,234.2990,2153.5700,A,57.2800
004145,12/31/2017,2017,INDL,C,D,STD,USD,6091.4630,1.4300,292.6330,2503.1880,A,74.1200
004145,12/31/2018,2018,INDL,C,D,STD,USD,5975.5220,2.1500,237.9270,2584.9550,A,98.3300
004145,12/31/2019,2019,INDL,C,D,STD,USD,6538.5640,2.0600,227.5580,2813.8240,A,103.0000
004145,12/31/2020,2020,INDL,C,D,STD,USD,7960.3150,6.5300,727.8870,3735.4920,A,149.9500
004199,12/31/2010,2010,INDL,C,D,STD,USD,17252.0000,5.5200,929.0000,7362.0000,A,102.7000
004199,12/31/2011,2011,INDL,C,D,STD,USD,17873.0000,3.9800,1350.0000,7469.0000,A,56.4900
004199,12/31/2012,2012,INDL,C,D,STD,USD,35848.0000,3.5400,1217.0000,15086.0000,A,54.7500
004199,12/31/2013,2013,INDL,C,D,STD,USD,35491.0000,3.9300,1861.0000,16791.0000,A,77.0000
004199,12/31/2014,2014,INDL,C,D,STD,USD,33529.0000,3.7800,1793.0000,15786.0000,A,79.9800
004199,12/31/2015,2015,INDL,C,D,STD,USD,31031.0000,4.2500,1979.0000,15186.0000,A,73.8200
004199,12/31/2016,2016,INDL,C,D,STD,USD,30419.0000,4.2200,1922.0000,14897.0000,A,70.0000
004199,12/31/2017,2017,INDL,C,D,STD,USD,32623.0000,6.7100,2985.0000,17253.0000,A,82.3400
004199,12/31/2018,2018,INDL,C,D,STD,USD,31092.0000,4.9300,2145.0000,16107.0000,A,89.8500
004199,12/31/2019,2019,INDL,C,D,STD,USD,32805.0000,5.2800,2211.0000,16082.0000,A,95.4800
004199,12/31/2020,2020,INDL,C,D,STD,USD,31824.0000,3.5100,1410.0000,14930.0000,A,123.6700
004213,12/31/2010,2010,INDL,C,D,STD,USD,4872.2000,2.2700,530.3000,2129.2000,A,52.4600
004213,12/31/2011,2011,INDL,C,D,STD,USD,18240.8000,1.9500,462.5000,5666.7000,A,58.1300
004213,12/31/2012,2012,INDL,C,D,STD,USD,17572.3000,2.4100,703.6000,6077.0000,A,72.7900
004213,12/31/2013,2013,INDL,C,D,STD,USD,19636.5000,3.2300,967.8000,7344.3000,A,108.3400
004213,12/31/2014,2014,INDL,C,D,STD,USD,19466.7000,4.0100,1202.8000,7315.9000,A,118.4600
004213,12/31/2015,2015,INDL,C,D,STD,USD,18641.7000,3.3800,1002.1000,6909.9000,A,122.4800
004213,12/31/2016,2016,INDL,C,D,STD,USD,18330.2000,4.2000,1229.6000,6901.1000,A,124.6000
004213,12/31/2017,2017,INDL,C,D,STD,USD,19962.4000,5.2100,1508.4000,7618.5000,A,137.9550
004213,12/31/2018,2018,INDL,C,D,STD,USD,20074.5000,4.9500,1429.1000,8003.2000,A,162.9100
004213,12/31/2019,2019,INDL,C,D,STD,USD,20869.1000,5.4100,1558.9000,8685.3000,A,209.8700
004213,12/31/2020,2020,INDL,C,D,STD,USD,18126.0000,3.3700,-1205.1000,6166.5000,A,231.3600
004321,09/30/2010,2010,INDL,C,D,STD,USD,22843.0000,2.6200,2164.0000,9792.0000,A,58.7400
004321,09/30/2011,2011,INDL,C,D,STD,USD,23861.0000,3.2600,2480.0000,10399.0000,A,62.2400
004321,09/30/2012,2012,INDL,C,D,STD,USD,23818.0000,2.6800,1968.0000,10295.0000,A,53.7800
004321,09/30/2013,2013,INDL,C,D,STD,USD,24711.0000,2.7800,2004.0000,10585.0000,A,70.6600
004321,09/30/2014,2014,INDL,C,D,STD,USD,24177.0000,3.0500,2147.0000,10119.0000,A,70.2900
004321,09/30/2015,2015,INDL,C,D,STD,USD,22088.0000,4.0100,2710.0000,8081.0000,A,62.7500
004321,09/30/2016,2016,INDL,C,D,STD,USD,21743.0000,2.4600,1635.0000,7568.0000,A,58.2800
004321,09/30/2017,2017,INDL,C,D,STD,USD,19589.0000,2.5400,1518.0000,8718.0000,A,70.2100
004321,09/30/2018,2018,INDL,C,D,STD,USD,20390.0000,3.4800,2203.0000,8947.0000,A,79.7000
004321,09/30/2019,2019,INDL,C,D,STD,USD,20497.0000,3.7400,2306.0000,8233.0000,A,77.2400
004321,09/30/2020,2020,INDL,C,D,STD,USD,22882.0000,3.2600,1965.0000,8405.0000,A,83.1400
004383,09/30/2010,2010,INDL,C,D,STD,USD,6763.7910,2.2200,205.8390,2178.3480,A,31.9900
004383,09/30/2011,2011,INDL,C,D,STD,USD,7282.8710,2.1800,207.6010,2255.4210,A,35.5500
004383,09/30/2012,2012,INDL,C,D,STD,USD,7495.6750,2.1200,216.7170,2359.2430,A,37.3300
004383,09/30/2013,2013,INDL,C,D,STD,USD,7940.4010,2.5400,243.1940,2580.4090,A,47.4400
004383,09/30/2014,2014,INDL,C,D,STD,USD,8594.7040,2.9600,289.8170,3086.2320,A,58.1800
004383,09/30/2015,2015,INDL,C,D,STD,USD,9092.9450,3.0900,315.0750,3194.7970,A,64.7900
004383,09/30/2016,2016,INDL,C,D,STD,USD,10010.8890,3.3800,350.1040,3463.0590,A,81.9700
004383,09/30/2017,2017,INDL,C,D,STD,USD,10749.5960,3.6000,396.4210,3898.6660,A,93.5550
004383,09/30/2018,2018,INDL,C,D,STD,USD,11874.4370,5.4300,603.0640,4769.9510,A,100.7600
004383,09/30/2019,2019,INDL,C,D,STD,USD,13367.6190,4.3600,511.4060,5750.2230,A,115.1900
004383,09/30/2020,2020,INDL,C,D,STD,USD,15359.0320,4.8900,601.4430,6791.2030,A,121.0800
004423,12/31/2010,2010,INDL,C,D,STD,USD,3433.6000,1.8900,266.7000,1691.4000,A,36.6300
004423,12/31/2011,2011,INDL,C,D,STD,USD,3508.6000,1.9000,232.9000,1702.4000,A,39.9000
004423,12/31/2012,2012,INDL,C,D,STD,USD,4511.1000,2.2700,272.1000,1933.2000,A,55.5200
004423,12/31/2013,2013,INDL,C,D,STD,USD,4539.9000,2.7500,351.8000,2300.7000,A,69.6400
004423,12/31/2014,2014,INDL,C,D,STD,USD,4674.2000,3.0300,367.4000,2200.1000,A,82.6300
004423,12/31/2015,2015,INDL,C,D,STD,USD,4509.0000,3.6100,429.1000,2310.9000,A,114.4599
004423,12/31/2016,2016,INDL,C,D,STD,USD,6664.0000,4.1000,488.8000,2662.7000,A,136.9700
004423,12/31/2017,2017,INDL,C,D,STD,USD,7233.4000,4.8900,587.3000,3174.4000,A,147.0200
004423,12/31/2018,2018,INDL,C,D,STD,USD,7153.2000,2.4900,299.8000,3107.8000,A,138.6900
004423,12/31/2019,2019,INDL,C,D,STD,USD,7909.0000,-3.3000,-398.8000,2578.6000,A,148.5900
004423,12/31/2020,2020,INDL,C,D,STD,USD,9611.8000,4.2800,520.1000,3168.4000,A,196.4700
004494,12/31/2010,2010,INDL,C,D,STD,USD,2679.1790,1.6200,344.1720,1740.9060,A,57.1500
004494,12/31/2011,2011,INDL,C,D,STD,USD,2866.8270,1.8200,385.6790,2003.6380,A,56.1900
004494,12/31/2012,2012,INDL,C,D,STD,USD,2954.1250,1.5800,333.3600,2027.6990,A,47.4800
004494,12/31/2013,2013,INDL,C,D,STD,USD,3014.8120,1.6900,348.5260,2084.7830,A,46.9000
004494,12/31/2014,2014,INDL,C,D,STD,USD,2890.9050,1.9200,376.8880,1868.4080,A,47.2350
004494,12/31/2015,2015,INDL,C,D,STD,USD,2582.4380,2.4200,457.2230,1691.9930,A,51.8000
004494,12/31/2016,2016,INDL,C,D,STD,USD,2790.8710,2.3800,430.8070,1844.6380,A,56.3700
004494,12/31/2017,2017,INDL,C,D,STD,USD,3117.0080,2.7300,489.3450,1991.8580,A,66.0100
004494,12/31/2018,2018,INDL,C,D,STD,USD,3314.5590,3.5500,618.1990,1986.8380,A,78.1600
004494,12/31/2019,2019,INDL,C,D,STD,USD,3691.8840,3.4500,590.3950,2195.0280,A,81.1500
004494,12/31/2020,2020,INDL,C,D,STD,USD,4927.5030,4.1400,696.1400,2659.6370,A,95.7300
004503,12/31/2010,2010,INDL,C,D,STD,USD,302510.0000,6.2400,30460.0000,146839.0000,A,73.6900
004503,12/31/2011,2011,INDL,C,D,STD,USD,331052.0000,8.4300,41060.0000,154396.0000,A,88.2300
004503,12/31/2012,2012,INDL,C,D,STD,USD,333795.0000,9.7000,44880.0000,165863.0000,A,93.6700
004503,12/31/2013,2013,INDL,C,D,STD,USD,346808.0000,7.3700,32580.0000,174003.0000,A,101.7400
004503,12/31/2014,2014,INDL,C,D,STD,USD,349493.0000,7.6000,32520.0000,174399.0000,A,104.7600
004503,12/31/2015,2015,INDL,C,D,STD,USD,336758.0000,3.8500,16150.0000,170811.0000,A,93.4500
004503,12/31/2016,2016,INDL,C,D,STD,USD,330314.0000,1.8800,7840.0000,167325.0000,A,95.5500
004503,12/31/2017,2017,INDL,C,D,STD,USD,348691.0000,4.6300,19710.0000,187688.0000,A,91.3400
004503,12/31/2018,2018,INDL,C,D,STD,USD,346196.0000,4.8800,20840.0000,191794.0000,A,89.3000
004503,12/31/2019,2019,INDL,C,D,STD,USD,362597.0000,3.3600,14340.0000,191650.0000,A,83.4900
004503,12/31/2020,2020,INDL,C,D,STD,USD,332750.0000,-5.2500,-22440.0000,157150.0000,A,71.3700
004510,12/31/2010,2010,INDL,C,D,STD,USD,3319.9000,2.8400,172.5000,1131.5000,A,82.0300
004510,12/31/2011,2011,INDL,C,D,STD,USD,3743.5000,5.5800,365.9000,1240.6000,A,93.0000
004510,12/31/2012,2012,INDL,C,D,STD,USD,4373.9000,3.2300,416.2000,1480.3000,A,59.4100
004510,12/31/2013,2013,INDL,C,D,STD,USD,5235.2000,3.3400,293.9000,1519.8000,A,75.6750
004510,12/31/2014,2014,INDL,C,D,STD,USD,5340.5000,2.9700,307.5000,1530.5000,A,83.9400
004510,12/31/2015,2015,INDL,C,D,STD,USD,6325.9000,-1.4000,489.0000,1865.7000,A,64.7200
004510,12/31/2016,2016,INDL,C,D,STD,USD,6139.3000,1.8100,209.1000,1957.7000,A,60.0000
004510,12/31/2017,2017,INDL,C,D,STD,USD,9206.3000,-0.6400,535.8000,2681.8000,A,96.0200
004510,12/31/2018,2018,INDL,C,D,STD,USD,9974.3000,4.7800,502.1000,3121.1000,A,98.7000
004510,12/31/2019,2019,INDL,C,D,STD,USD,9872.7000,4.1200,477.4000,2532.3000,A,101.9500
004510,12/31/2020,2020,INDL,C,D,STD,USD,10186.4000,4.4600,551.5000,2961.8000,A,122.2900
004517,12/31/2010,2010,INDL,C,D,STD,USD,52994.0000,4.7700,1957.0000,14461.0000,A,56.2600
004517,12/31/2011,2011,INDL,C,D,STD,USD,57188.0000,4.6200,1923.0000,14943.0000,A,61.2000
004517,12/31/2012,2012,INDL,C,D,STD,USD,64439.0000,4.5900,1911.0000,16068.0000,A,72.2200
004517,12/31/2013,2013,INDL,C,D,STD,USD,69306.0000,4.0600,1908.0000,18040.0000,A,89.7500
004517,12/31/2014,2014,INDL,C,D,STD,USD,74929.0000,5.6700,2465.0000,19916.0000,A,110.8400
004517,12/31/2015,2015,INDL,C,D,STD,USD,82479.0000,6.1100,2752.0000,22574.0000,A,112.6400
004517,12/31/2016,2016,INDL,C,D,STD,USD,89993.0000,6.2900,2912.0000,24341.0000,A,131.9800
004517,12/31/2017,2017,INDL,C,D,STD,USD,97827.0000,11.4700,5378.0000,28208.0000,A,159.4000
004517,12/31/2018,2018,INDL,C,D,STD,USD,103702.0000,14.0300,6638.0000,34144.0000,A,184.2000
004517,12/31/2019,2019,INDL,C,D,STD,USD,117691.0000,7.8200,3769.0000,37005.0000,A,245.0100
004517,12/31/2020,2020,INDL,C,D,STD,USD,127684.0000,1.4900,2919.0000,36513.0000,A,83.3400
004598,05/31/2010,2009,INDL,C,D,STD,USD,24902.0000,3.7800,1184.0000,13811.0000,A,92.5900
004598,05/31/2011,2010,INDL,C,D,STD,USD,27385.0000,4.6100,1452.0000,15220.0000,A,97.7500
004598,05/31/2012,2011,INDL,C,D,STD,USD,29903.0000,6.4400,2032.0000,14727.0000,A,98.6600
004598,05/31/2013,2012,INDL,C,D,STD,USD,33567.0000,4.9500,1561.0000,17398.0000,A,97.1900
004598,05/31/2014,2013,INDL,C,D,STD,USD,33070.0000,6.8200,2097.0000,15277.0000,A,144.1300
004598,05/31/2015,2014,INDL,C,D,STD,USD,37069.0000,3.7000,1050.0000,14993.0000,A,183.5100
004598,05/31/2016,2015,INDL,C,D,STD,USD,46064.0000,6.5900,1820.0000,13784.0000,A,185.1900
004598,05/31/2017,2016,INDL,C,D,STD,USD,48552.0000,11.2400,2997.0000,16073.0000,A,201.5700
004598,05/31/2018,2017,INDL,C,D,STD,USD,52330.0000,17.0800,4572.0000,19416.0000,A,255.1100
004598,05/31/2019,2018,INDL,C,D,STD,USD,54403.0000,2.0600,540.0000,17757.0000,A,274.6600
004598,05/31/2020,2019,INDL,C,D,STD,USD,73537.0000,4.9200,1286.0000,18295.0000,A,199.3200
004605,12/31/2010,2010,INDL,C,D,STD,USD,3159.5530,1.9800,122.7900,1149.8330,A,85.0000
004605,12/31/2011,2011,INDL,C,D,STD,USD,3659.9080,2.0000,143.9170,1216.0920,A,93.1800
004605,12/31/2012,2012,INDL,C,D,STD,USD,3898.5650,2.3600,151.9250,1286.8120,A,110.5100
004605,12/31/2013,2013,INDL,C,D,STD,USD,4219.2940,2.0900,162.6810,1448.1600,A,118.5200
004605,12/31/2014,2014,INDL,C,D,STD,USD,4546.8700,2.4200,164.5350,1604.4010,A,137.8000
004605,12/31/2015,2015,INDL,C,D,STD,USD,4911.7090,3.0400,210.2190,1663.7490,A,151.1100
004605,12/31/2016,2016,INDL,C,D,STD,USD,5423.2790,3.5100,249.9100,1976.7330,A,171.0800
004605,12/31/2017,2017,INDL,C,D,STD,USD,6275.7550,3.9700,289.9140,2266.7060,A,145.8000
004605,12/31/2018,2018,INDL,C,D,STD,USD,6289.6440,3.1800,241.9070,2345.8910,A,135.6800
004605,12/31/2019,2019,INDL,C,D,STD,USD,6794.9920,4.6100,353.8660,2535.3410,A,141.3500
004605,12/31/2020,2020,INDL,C,D,STD,USD,7607.6240,1.6200,131.7060,2464.1570,A,131.5600
004640,12/31/2010,2010,INDL,C,D,STD,USD,111007.0000,0.6300,753.0000,14051.0000,A,15.9500
004640,12/31/2011,2011,INDL,C,D,STD,USD,116967.0000,1.2000,1297.0000,13201.0000,A,15.7500
004640,12/31/2012,2012,INDL,C,D,STD,USD,121894.0000,1.6900,1576.0000,13716.0000,A,16.1600
004640,12/31/2013,2013,INDL,C,D,STD,USD,130443.0000,2.0500,1836.0000,14589.0000,A,21.1350
004640,12/31/2014,2014,INDL,C,D,STD,USD,138706.0000,1.6800,1481.0000,15626.0000,A,23.9000
004640,12/31/2015,2015,INDL,C,D,STD,USD,141082.0000,2.0300,1712.0000,15839.0000,A,21.9300
004640,12/31/2016,2016,INDL,C,D,STD,USD,142177.0000,1.9500,1564.0000,16205.0000,A,27.8750
004640,12/31/2017,2017,INDL,C,D,STD,USD,142193.0000,2.8800,2194.0000,16365.0000,A,31.8300
004640,12/31/2018,2018,INDL,C,D,STD,USD,146069.0000,3.1100,2193.0000,16250.0000,A,34.6700
004640,12/31/2019,2019,INDL,C,D,STD,USD,169369.0000,3.3800,2512.0000,21203.0000,A,31.6400
004640,12/31/2020,2020,INDL,C,D,STD,USD,204680.0000,1.8400,1427.0000,23111.0000,A,31.0200
004674,12/31/2010,2010,INDL,C,D,STD,USD,132351.0000,-0.6200,-539.0000,16734.0000,A,9.3300
004674,12/31/2011,2011,INDL,C,D,STD,USD,127050.0000,-0.0200,-215.0000,16499.0000,A,8.0900
004674,12/31/2012,2012,INDL,C,D,STD,USD,121347.0000,0.7600,1120.0000,15499.0000,A,7.7300
004674,12/31/2013,2013,INDL,C,D,STD,USD,117396.0000,0.7900,1122.0000,15768.0000,A,10.5200
004674,12/31/2014,2014,INDL,C,D,STD,USD,119679.0000,0.7900,1155.0000,16989.0000,A,11.5400
004674,12/31/2015,2015,INDL,C,D,STD,USD,126050.0000,0.7600,1062.0000,16844.0000,A,10.8650
004674,12/31/2016,2016,INDL,C,D,STD,USD,125968.0000,0.8700,1163.0000,16664.0000,A,14.7300
004674,12/31/2017,2017,INDL,C,D,STD,USD,124294.0000,1.0100,1263.0000,16192.0000,A,17.5800
004674,12/31/2018,2018,INDL,C,D,STD,USD,125688.0000,1.3800,1759.0000,15090.0000,A,20.2100
004674,12/31/2019,2019,INDL,C,D,STD,USD,126240.0000,1.5100,1582.0000,16295.0000,A,17.5400
004674,12/31/2020,2020,INDL,C,D,STD,USD,147389.0000,1.0300,1094.0000,18111.0000,A,17.3000
004699,12/31/2010,2010,INDL,C,D,STD,USD,68021.2630,5.7200,736.1610,8357.6950,A,96.1500
004699,12/31/2011,2011,INDL,C,D,STD,USD,77924.2870,6.3700,859.4790,9271.2090,A,91.0500
004699,12/31/2012,2012,INDL,C,D,STD,USD,83008.8030,7.5700,1029.4980,10202.5930,A,105.3300
004699,12/31/2013,2013,INDL,C,D,STD,USD,85162.3910,8.2600,1138.4800,11305.5320,A,119.5400
004699,12/31/2014,2014,INDL,C,D,STD,USD,96685.5350,7.4700,1066.2460,12335.8960,A,128.9600
004699,12/31/2015,2015,INDL,C,D,STD,USD,122787.8840,7.2200,1079.6670,16173.2890,A,134.0000
004699,12/31/2016,2016,INDL,C,D,STD,USD,123449.2060,7.8000,1315.1140,16486.6220,A,158.3500
004699,12/31/2017,2017,INDL,C,D,STD,USD,118593.4870,8.7200,1408.3060,16250.8190,A,176.6200
004699,12/31/2018,2018,INDL,C,D,STD,USD,120097.4030,12.7500,1918.0800,15460.1910,A,197.3700
004699,12/31/2019,2019,INDL,C,D,STD,USD,119872.7570,13.7600,1929.1490,15716.6490,A,176.1100
004699,12/31/2020,2020,INDL,C,D,STD,USD,142601.1050,9.9400,1353.1520,16187.2830,A,174.0000
004723,12/31/2010,2010,INDL,C,D,STD,USD,307786.0000,1.7400,3317.0000,29519.0000,A,28.4300
004723,12/31/2011,2011,INDL,C,D,STD,USD,340122.0000,2.4700,4872.0000,33978.0000,A,28.9400
004723,12/31/2012,2012,INDL,C,D,STD,USD,353855.0000,2.8500,5647.0000,38998.0000,A,35.4600
004723,12/31/2013,2013,INDL,C,D,STD,USD,364021.0000,3.0200,5836.0000,41113.0000,A,40.8300
004723,12/31/2014,2014,INDL,C,D,STD,USD,402529.0000,3.1000,5851.0000,43479.0000,A,46.1000
004723,12/31/2015,2015,INDL,C,D,STD,USD,421853.0000,3.1800,5879.0000,46131.0000,A,46.2600
004723,12/31/2016,2016,INDL,C,D,STD,USD,445964.0000,3.2500,5888.0000,47298.0000,A,52.6800
004723,12/31/2017,2017,INDL,C,D,STD,USD,462040.0000,3.5300,6218.0000,49040.0000,A,56.6100
004723,12/31/2018,2018,INDL,C,D,STD,USD,467374.0000,4.1500,7096.0000,51029.0000,A,58.5000
004723,12/31/2019,2019,INDL,C,D,STD,USD,495426.0000,4.1600,6914.0000,51853.0000,A,61.1100
004723,12/31/2020,2020,INDL,C,D,STD,USD,553905.0000,3.0600,4959.0000,53095.0000,A,59.4800
004839,12/31/2010,2010,INDL,C,D,STD,USD,164687.0000,1.9000,6561.0000,-673.0000,A,17.4200
004839,12/31/2011,2011,INDL,C,D,STD,USD,178348.0000,5.3300,20213.0000,15028.0000,A,18.9700
004839,12/31/2012,2012,INDL,C,D,STD,USD,190554.0000,1.4800,5665.0000,15947.0000,A,13.0800
004839,12/31/2013,2013,INDL,C,D,STD,USD,202026.0000,1.8200,7155.0000,26383.0000,A,18.0200
004839,12/31/2014,2014,INDL,C,D,STD,USD,208527.0000,0.8100,3187.0000,24805.0000,A,18.1200
004839,12/31/2015,2015,INDL,C,D,STD,USD,224925.0000,1.8600,7373.0000,28642.0000,A,16.7400
004839,12/31/2016,2016,INDL,C,D,STD,USD,237951.0000,1.1600,4596.0000,29170.0000,A,14.2200
004839,12/31/2017,2017,INDL,C,D,STD,USD,257808.0000,1.9100,7602.0000,34890.0000,A,13.2700
004839,12/31/2018,2018,INDL,C,D,STD,USD,256540.0000,0.9300,3677.0000,35932.0000,A,13.4800
004839,12/31/2019,2019,INDL,C,D,STD,USD,258537.0000,0.0100,47.0000,33185.0000,A,10.5600
004839,12/31/2020,2020,INDL,C,D,STD,USD,267261.0000,-0.3200,-1279.0000,30690.0000,A,9.5000
004885,09/30/2010,2010,INDL,C,D,STD,USD,10708.0880,6.3600,1445.6890,7726.9940,A,125.0000
004885,09/30/2011,2011,INDL,C,D,STD,USD,13775.8430,8.6600,1923.5800,8524.7310,A,137.5600
004885,09/30/2012,2012,INDL,C,D,STD,USD,14751.5000,8.9800,1931.4000,9201.3000,A,133.9132
004885,09/30/2013,2013,INDL,C,D,STD,USD,15390.3000,3.3700,2150.2000,10073.1000,A,57.8500
004885,09/30/2014,2014,INDL,C,D,STD,USD,16357.1000,3.7900,2384.3000,11584.1000,A,59.4300
